levelName,notx,attend,tptend,check
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                  ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                          ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                           ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                               ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                              ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                                      ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                               ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   ¦   °--did not Attend                                                                                                ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   ¦   °--Not referred to NHS TB service                                                                                    ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       ¦   °--Normal chest x-ray                                                                                                    ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦       ¦--In prison/IRC for >3 months                                                                                       ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦       ¦   °--Refer for treatment                                                                                           ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦       ¦       °--TPT outcomes                                                                                              ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦       ¦           °--does not get TPT                                                                                      ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       ¦       °--In prison/IRC for <3 months                                                                                       ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                           ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                            ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦           ¦       °--TPT outcomes                                                                                          ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦       ¦           ¦           °--does not get TPT                                                                                  ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       ¦           °--Early removal scheme or deportation                                                                           ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦       °--No chest x-ray                                                                                                            ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦--Referred to NHS TB service                                                                                            ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦--Attended                                                                                                          ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦   ¦--TB                                                                                                            ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦   ¦   °--TB outcomes                                                                                               ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦   ¦       °--no ATT                                                                                                ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦   °--Not TB                                                                                                        ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦       ¦--In prison/IRC for >3 months                                                                               ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦       ¦   °--Refer for treatment                                                                                   ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦       ¦       °--TPT outcomes                                                                                      ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦       ¦           °--does not get TPT                                                                              ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦       °--In prison/IRC for <3 months                                                                               ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                   ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                    ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦           ¦       °--TPT outcomes                                                                                  ,0,0,0,0
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦           ¦           °--does not get TPT                                                                          ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   ¦           °--Early removal scheme or deportation                                                                   ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦           ¦   °--did not Attend                                                                                                    ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   ¦           °--Not referred to NHS TB service                                                                                        ,1,0,0,1
     ¦   ¦   ¦           ¦           ¦   °--IGRA test -                                                                                                                       ,1,0,0,1
     ¦   ¦   ¦           ¦           °--no IGRA test                                                                                                                          ,1,0,0,1
     ¦   ¦   ¦           °--No chest x-ray < 6 months                                                                                                                         ,0,0,0,0
     ¦   ¦   ¦               ¦--Chest x-ray                                                                                                                                   ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦--Abornomal chest x-ray                                                                                                                     ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦   °--Urgent referral to local NHS TB service                                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦--Attended                                                                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦   ¦--TB                                                                                                                            ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦   ¦   °--TB outcomes                                                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦   ¦       °--no ATT                                                                                                                ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦   °--Not TB                                                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦       °--LTBI pathway                                                                                                              ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦--IGRA test                                                                                                             ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦--IGRA test +                                                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦--Previous chest x-ray                                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦--Abornomal chest x-ray                                                                                     ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦--Referred to NHS TB service                                                                            ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦--Attended                                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦--TB                                                                                            ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦   °--Not TB                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                   ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                      ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                              ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                   ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse    ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                  ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                          ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                   ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   ¦   °--did not Attend                                                                                    ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   ¦   °--Not referred to NHS TB service                                                                        ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦   °--Normal chest x-ray                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦   °--Refer for treatment                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                  ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦       ¦           °--does not get TPT                                                                          ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦       °--TPT outcomes                                                                              ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦           ¦           °--does not get TPT                                                                      ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   ¦           °--Early removal scheme or deportation                                                               ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦   °--No previous chest x-ray                                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦--Chest x-ray                                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦--Abornomal chest x-ray                                                                                 ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦--Referred to NHS TB service                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦--Attended                                                                                      ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦--TB                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                            ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦   °--Not TB                                                                                    ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                  ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                          ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                              ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                      ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                               ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   ¦   °--did not Attend                                                                                ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   ¦   °--Not referred to NHS TB service                                                                    ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦   °--Normal chest x-ray                                                                                    ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦--In prison/IRC for >3 months                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦   °--Refer for treatment                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦       °--TPT outcomes                                                                              ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       ¦           °--does not get TPT                                                                      ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦       °--In prison/IRC for <3 months                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                           ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse            ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦       °--TPT outcomes                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           ¦           °--does not get TPT                                                                  ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       ¦           °--Early removal scheme or deportation                                                           ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦       °--No chest x-ray                                                                                            ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦--Referred to NHS TB service                                                                            ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦--Attended                                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦--TB                                                                                            ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦   °--TB outcomes                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   ¦       °--no ATT                                                                                ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦   °--Not TB                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦--In prison/IRC for >3 months                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦   °--Refer for treatment                                                                   ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦       °--TPT outcomes                                                                      ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       ¦           °--does not get TPT                                                              ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦       °--In prison/IRC for <3 months                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                   ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse    ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦           ¦       °--TPT outcomes                                                                  ,0,0,0,0
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦           ¦           °--does not get TPT                                                          ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   ¦           °--Early removal scheme or deportation                                                   ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           ¦   °--did not Attend                                                                                    ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   ¦           °--Not referred to NHS TB service                                                                        ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           ¦   °--IGRA test -                                                                                                       ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       ¦           °--no IGRA test                                                                                                          ,1,0,0,1
     ¦   ¦   ¦               ¦   ¦       °--did not Attend                                                                                                                    ,1,0,0,1
     ¦   ¦   ¦               ¦   °--Normal chest x-ray                                                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦       °--LTBI pathway                                                                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦--IGRA test                                                                                                                         ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦--IGRA test +                                                                                                                   ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦--Previous chest x-ray                                                                                                      ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦--Abornomal chest x-ray                                                                                                 ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦--Referred to NHS TB service                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦--Attended                                                                                                      ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦--TB                                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                            ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦   °--Not TB                                                                                                    ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                  ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                          ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                               ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                              ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                                      ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                               ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   ¦   °--did not Attend                                                                                                ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   ¦   °--Not referred to NHS TB service                                                                                    ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦   °--Normal chest x-ray                                                                                                    ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦       ¦   °--Refer for treatment                                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦       ¦       °--TPT outcomes                                                                                              ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦       ¦           °--does not get TPT                                                                                      ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                            ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦           ¦       °--TPT outcomes                                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦   ¦           ¦           °--does not get TPT                                                                                  ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   ¦           °--Early removal scheme or deportation                                                                           ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦   °--No previous chest x-ray                                                                                                   ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦--Chest x-ray                                                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦--Abornomal chest x-ray                                                                                             ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦--Referred to NHS TB service                                                                                    ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦--Attended                                                                                                  ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦--TB                                                                                                    ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦   °--TB outcomes                                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦   ¦       °--no ATT                                                                                        ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦   °--Not TB                                                                                                ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦--In prison/IRC for >3 months                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                              ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       ¦           °--does not get TPT                                                                      ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse            ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           ¦           °--does not get TPT                                                                  ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                           ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   ¦   °--did not Attend                                                                                            ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   ¦   °--Not referred to NHS TB service                                                                                ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦   °--Normal chest x-ray                                                                                                ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦--In prison/IRC for >3 months                                                                                   ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦   °--Refer for treatment                                                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦       °--TPT outcomes                                                                                          ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       ¦           °--does not get TPT                                                                                  ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦       °--In prison/IRC for <3 months                                                                                   ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                       ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                        ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦       °--TPT outcomes                                                                                      ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           ¦           °--does not get TPT                                                                              ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       ¦           °--Early removal scheme or deportation                                                                       ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦       °--No chest x-ray                                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦--Referred to NHS TB service                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦--Attended                                                                                                      ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦--TB                                                                                                        ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦   °--TB outcomes                                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   ¦       °--no ATT                                                                                            ,1,0,0,1
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦   °--Not TB                                                                                                    ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦--In prison/IRC for >3 months                                                                           ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦   °--Refer for treatment                                                                               ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦       °--TPT outcomes                                                                                  ,0,0,0,0
     ¦   ¦   ¦               ¦           ¦   ¦           ¦   ¦       ¦           °--does not get TPT                                                                          ,1,0,0,1
